카테고리,검색어,제목,상태,가격,지역,등록시각,채팅수,관심수,조회수,매너온도,판매자닉네임,상세카테고리,거래희망장소,상세설명
분유포트,브레짜 분유포트,베이비 브레짜 분유제조기 판매합니다!,거래중,"120,000원",,2026-07-05,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/230221027
분유포트,브레짜 분유포트,브레짜 분유제조기,거래완료,"160,000원",배곧1동,2026-06-06,0,0,0,36.5℃,중고나라판매자,유아동,배곧1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/229242299
분유포트,브레짜 분유포트,베이비브레짜 신형 자동 분유제조기,거래중,"150,000원",,2026-05-27,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/229043261
분유포트,브레짜 분유포트,브레짜 분유제조기,거래완료,"19,000원",오남읍,2026-05-22,0,0,0,36.5℃,중고나라판매자,유아동,오남읍,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/228834130
분유포트,브레짜 분유포트,브레짜 분유제조기 새상품,거래중,"270,000원",도화1동,2026-05-22,0,0,0,36.5℃,중고나라판매자,유아동,도화1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/228853343
분유포트,브레짜 분유포트,브레짜 분유제조기 미개봉 새상품,거래완료,"204,000원",,2026-05-18,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/228726928
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래완료,"230,000원",,2026-05-16,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/228649194
분유포트,브레짜 분유포트,브레짜 분유제조기 새싱품,거래중,"219,000원",,2026-05-06,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/228054453
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래중,"240,000원",권선2동,2026-04-26,0,0,0,36.5℃,중고나라판매자,유아동,권선2동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/227892578
분유포트,브레짜 분유포트,(새상품급)브레짜 분유제조기,거래완료,"160,000원",효문동,2026-04-26,0,0,0,36.5℃,중고나라판매자,유아동,효문동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/227934695
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 화이트+깔때기2개,거래완료,"200,000원",탄벌동,2026-04-22,0,0,0,36.5℃,중고나라판매자,유아동,탄벌동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/227728921
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 미개봉 새제품,거래완료,"200,000원",남포동,2026-04-17,0,0,0,36.5℃,중고나라판매자,유아동,남포동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/227595207
분유포트,브레짜 분유포트,분유제조기 베이비브레짜,거래중,"68,000원",,2026-04-15,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/227526560
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 새상품,거래완료,"200,000원",,2026-04-10,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/227347612
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래중,"15,000원",내동,2026-04-05,0,0,0,36.5℃,중고나라판매자,유아동,내동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/227139292
분유포트,브레짜 분유포트,브레짜분유제조기(블랙)&브레짜분유세척기 미개봉 새상품,거래완료,"500,000원",다대제1동,2026-04-05,0,0,0,36.5℃,중고나라판매자,유아동,다대제1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/227020598
분유포트,브레짜 분유포트,베이비 브레짜 ( Baby Brezza ) 분유제조기,거래완료,"23,000원",은행2동,2026-04-02,0,0,0,36.5℃,중고나라판매자,유아동,은행2동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/226197300
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래완료,"90,000원",연수1동,2026-03-31,0,0,0,36.5℃,중고나라판매자,유아동,연수1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/223634989
분유포트,브레짜 분유포트,신형 베이비브레짜 분유제조기,거래중,"100,000원",,2026-03-27,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/226813054
분유포트,브레짜 분유포트,브레짜 분유제조기 올화이트 사용기간 4개월,거래완료,"105,000원",하계2동,2026-03-18,0,0,0,36.5℃,중고나라판매자,유아동,하계2동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/225366985
분유포트,브레짜 분유포트,브레짜 분유제조기,거래중,"150,000원",상봉제1동,2026-03-10,0,0,0,36.5℃,중고나라판매자,유아동,상봉제1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/225606199
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 화이트 (새상품)/공식등록증,거래완료,"200,000원",방이1동,2026-03-07,0,0,0,36.5℃,중고나라판매자,유아동,방이1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/226030812
분유포트,브레짜 분유포트,화이트 베이비 브레짜 분유제조기 (분해세척 완료) 출산준비,거래중,"170,000원",,2026-03-04,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/220129468
분유포트,브레짜 분유포트,베이비브레짜 포뮬라 프로 어드밴스드 자동 분유제조기,거래완료,"55,000원",,2026-03-03,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO_ADVANCED | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/224877749
분유포트,브레짜 분유포트,신형)베이비브레짜 분유제조기 미개봉 새상품,거래완료,"240,000원",비전1동,2026-02-19,0,0,0,36.5℃,중고나라판매자,유아동,비전1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/225431096
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 (업체세척완료),거래완료,"80,000원",,2026-02-19,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/225429154
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 화이트 미개봉 새상품 (깔때기 2개 추가 증정),거래완료,"260,000원",답십리제1동,2026-02-07,0,0,0,36.5℃,중고나라판매자,유아동,답십리제1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/225017769
분유포트,브레짜 분유포트,베이비 브레짜 분유 제조기,거래완료,"250,000원",청담동,2026-02-07,0,0,0,36.5℃,중고나라판매자,유아동,청담동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/223974605
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래완료,"45,000원",범안동,2026-02-05,0,0,0,36.5℃,중고나라판매자,유아동,범안동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/224245632
분유포트,브레짜 분유포트,"베이비브레짜 분유제조기(새상품,깔대기두세트포함)",거래완료,"160,000원",용상동,2026-02-02,0,0,0,36.5℃,중고나라판매자,유아동,용상동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/224832046
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래중,"250,000원",문정2동,2026-01-30,0,0,0,36.5℃,중고나라판매자,유아동,문정2동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/224700499
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래완료,"64,000원",구의제2동,2026-01-21,0,0,0,36.5℃,중고나라판매자,유아동,구의제2동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/224385247
분유포트,브레짜 분유포트,베이비 브레짜 분유제조기,거래완료,"30,000원",구갈동,2026-01-20,0,0,0,36.5℃,중고나라판매자,유아동,구갈동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/224346101
분유포트,브레짜 분유포트,베이비브레짜 분유 제조기 (2달 사용),거래완료,"50,000원",서초4동,2026-01-20,0,0,0,36.5℃,중고나라판매자,유아동,서초4동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/222765750
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래중,"210,000원",은행동,2026-01-19,0,0,0,36.5℃,중고나라판매자,유아동,은행동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/224282846
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래완료,"39,000원",팔복동,2026-01-10,0,0,0,36.5℃,중고나라판매자,유아동,팔복동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/223507131
분유포트,브레짜 분유포트,베이비브레짜 분유제조기(미개봉 새상품),거래완료,"230,000원",삼산동,2026-01-10,0,0,0,36.5℃,중고나라판매자,유아동,삼산동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/223932428
분유포트,브레짜 분유포트,베이비 브레짜 분유제조기 BRZFRP-1A,거래완료,"20,000원",청라2동,2026-01-08,0,0,0,36.5℃,중고나라판매자,유아동,청라2동,[출처] 중고나라 | [분석모델] BRZFRP-1A | [모델근거] text_code | [원문링크] https://web.joongna.com/product/223862980
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래중,"65,000원",안양1동,2026-01-07,0,0,0,36.5℃,중고나라판매자,유아동,안양1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/223404536
분유포트,브레짜 분유포트,(새상품)베이비브레짜 분유제조기 새상품 + 추가깔때기 1개,거래완료,"250,000원",성산제1동,2026-01-05,0,0,0,36.5℃,중고나라판매자,유아동,성산제1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/223780796
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래완료,"95,000원",,2026-01-04,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/223229086
분유포트,브레짜 분유포트,베이비브레짜 자동 분유제조기 1.5L,거래중,"200,000원",,2026-01-03,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/223424198
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래중,"80,000원",성내1동,2025-12-31,0,0,0,36.5℃,중고나라판매자,유아동,성내1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/152521845
분유포트,브레짜 분유포트,베이비브레짜 포뮬라 프로 어드밴스드 분유제조기,거래중,"170,000원",과천동,2025-12-27,0,0,0,36.5℃,중고나라판매자,유아동,과천동,[출처] 중고나라 | [분석모델] FORMULA_PRO_ADVANCED | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/223430315
분유포트,브레짜 분유포트,브레짜 분유제조기,거래중,"35,000원",남사읍,2025-12-24,0,0,0,36.5℃,중고나라판매자,유아동,남사읍,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/163884791
분유포트,브레짜 분유포트,베이비브레짜 포뮬라프로 어드밴스드 분유제조기,거래중,"100,000원",동춘1동,2025-12-20,0,0,0,36.5℃,중고나라판매자,유아동,동춘1동,[출처] 중고나라 | [분석모델] FORMULA_PRO_ADVANCED | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/223181569
분유포트,브레짜 분유포트,베이비브레짜 분유제조기(새제품),거래완료,"180,000원",반포1동,2025-12-19,0,0,0,36.5℃,중고나라판매자,유아동,반포1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/222636420
분유포트,브레짜 분유포트,[택포3만원] 베이비브레짜 분유제조기,거래완료,"30,000원",,2025-12-19,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/223160698
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래완료,"30,000원",왕십리제2동,2025-12-15,0,0,0,36.5℃,중고나라판매자,유아동,왕십리제2동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/222994739
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 차콜,거래완료,"180,000원",송월동,2025-12-15,0,0,0,36.5℃,중고나라판매자,유아동,송월동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/222526017
분유포트,브레짜 분유포트,베이비브레짜 포뮬러 프로 어드밴스드 분유제조기,거래완료,"200,000원",구로제1동,2025-12-11,0,0,0,36.5℃,중고나라판매자,유아동,구로제1동,[출처] 중고나라 | [분석모델] FORMULA_PRO_ADVANCED | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/222699255
분유포트,브레짜 분유포트,베이비 브레짜 분유제조기,거래완료,"32,000원",회천4동,2025-12-08,0,0,0,36.5℃,중고나라판매자,유아동,회천4동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/222715827
분유포트,브레짜 분유포트,베이비브레짜 포뮬라 프로 어드밴스드 분유제조기,거래중,"100,000원",동춘1동,2025-12-07,0,0,0,36.5℃,중고나라판매자,유아동,동춘1동,[출처] 중고나라 | [분석모델] FORMULA_PRO_ADVANCED | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/222704370
분유포트,브레짜 분유포트,베이비 브레짜 분유제조기,거래완료,"100,000원",한남동,2025-12-07,0,0,0,36.5℃,중고나라판매자,유아동,한남동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/222690777
분유포트,브레짜 분유포트,베이비브레짜 분유제조기+깔대기2개추가 (새상품),거래중,"190,000원",일광읍,2025-12-03,0,0,0,36.5℃,중고나라판매자,유아동,일광읍,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/222549450
분유포트,브레짜 분유포트,[미개봉] 베이비브레짜 포뮬라 프로 어드밴스드 분유제조기,거래완료,"200,000원",삼송1동,2025-12-01,0,0,0,36.5℃,중고나라판매자,유아동,삼송1동,[출처] 중고나라 | [분석모델] FORMULA_PRO_ADVANCED | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/221833637
분유포트,브레짜 분유포트,(미개봉새상품) 브레짜 분유 제조기 + 깔대기2,거래중,"250,000원",배곧1동,2025-11-30,0,0,0,36.5℃,중고나라판매자,유아동,배곧1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/222095417
분유포트,브레짜 분유포트,베이비브레짜 포뮬라 프로 어드밴스드 분유제조기,거래중,"200,000원",,2025-11-26,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO_ADVANCED | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/222293601
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 팝니다!!!,거래중,"130,000원",,2025-11-25,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/143353346
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 소독기,거래완료,"150,000원",덕이동,2025-11-23,0,0,0,36.5℃,중고나라판매자,유아동,덕이동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/222158607
분유포트,브레짜 분유포트,베이비브레짜 포뮬라 프로 어드밴스드 분유제조기,거래중,"200,000원",매교동,2025-11-22,0,0,0,36.5℃,중고나라판매자,유아동,매교동,[출처] 중고나라 | [분석모델] FORMULA_PRO_ADVANCED | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/222146733
분유포트,브레짜 분유포트,(새상품급) 베이비브레짜 포뮬라 프로 어드밴스드 분유제조기 판매합니다!!,거래완료,"150,000원",,2025-11-22,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO_ADVANCED | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/222136623
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래중,"230,000원",장수서창동,2025-11-14,0,0,0,36.5℃,중고나라판매자,유아동,장수서창동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/221844014
분유포트,브레짜 분유포트,베이비브레짜 포뮬라 프로 어드밴스드 분유제조기,거래완료,"220,000원",노은3동,2025-11-12,0,0,0,36.5℃,중고나라판매자,유아동,노은3동,[출처] 중고나라 | [분석모델] FORMULA_PRO_ADVANCED | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/221769270
분유포트,브레짜 분유포트,브레짜 분유제조기 팝니다,거래완료,"230,000원",연수1동,2025-11-07,0,0,0,36.5℃,중고나라판매자,유아동,연수1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/221089121
분유포트,브레짜 분유포트,베이비브레짜 분유제조기,거래완료,"100,000원",상현1동,2025-11-06,0,0,0,36.5℃,중고나라판매자,유아동,상현1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/221236962
분유포트,브레짜 분유포트,베이비브레짜 자동분유제조기 BRZFRP-1A,거래완료,"240,000원",평동,2025-11-05,0,0,0,36.5℃,중고나라판매자,유아동,평동,[출처] 중고나라 | [분석모델] BRZFRP-1A | [모델근거] text_code | [원문링크] https://web.joongna.com/product/220734799
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 신형,거래완료,"200,000원",,2025-10-30,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/221292572
분유포트,브레짜 분유포트,베이비브레짜분유제조기,거래완료,"20,000원",,2025-10-24,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/220914214
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 새상품,거래완료,"200,000원",화곡제1동,2025-10-24,0,0,0,36.5℃,중고나라판매자,유아동,화곡제1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/221060908
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 새상품 판매합니다(가격내림),거래완료,"230,000원",,2025-10-17,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/220259835
분유포트,브레짜 분유포트,베이비 브레짜 자동분유제조기,거래완료,"69,000원",지동,2025-10-15,0,0,0,36.5℃,중고나라판매자,유아동,지동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/220729890
분유포트,브레짜 분유포트,브레짜분유제조기,거래완료,"35,000원",,2025-10-14,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/220694312
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 미개봉,거래완료,"150,000원",동문동,2025-10-14,0,0,0,36.5℃,중고나라판매자,유아동,동문동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/220682088
분유포트,브레짜 분유포트,베이비브레짜 분유메이커,거래완료,"35,000원",,2025-10-10,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/220547623
분유포트,브레짜 분유포트,분유제조기 베이비브레짜,거래완료,"90,000원",금곡동,2025-10-09,0,0,0,36.5℃,중고나라판매자,유아동,금곡동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/220518399
분유포트,브레짜 분유포트,브레짜 분유제조기 신형,거래완료,"120,000원",,2025-10-08,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/220493871
분유포트,브레짜 분유포트,베이비브레짜 화이트 분유제조기,거래완료,"100,000원",창릉동,2025-09-27,0,0,0,36.5℃,중고나라판매자,유아동,창릉동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/220157535
분유포트,브레짜 분유포트,브레짜 분유제조기,거래완료,"70,000원",휘경제1동,2025-09-26,0,0,0,36.5℃,중고나라판매자,유아동,휘경제1동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/220128080
분유포트,브레짜 분유포트,베이비브레짜 자동분유제조기 개봉 새상품,거래완료,"140,000원",여의동,2025-09-20,0,0,0,36.5℃,중고나라판매자,유아동,여의동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/218470063
분유포트,브레짜 분유포트,브레짜 분유제조기 신형 프로어드밴스(25.09),거래중,"250,000원",잠실본동,2025-09-20,0,0,0,36.5℃,중고나라판매자,유아동,잠실본동,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/219810509
분유포트,브레짜 분유포트,브레짜 분유제조기 포뮬라 프로 어드밴스드 (정품 & 설명서 포함),거래중,"60,000원",,2025-09-13,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO_ADVANCED | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/219373373
분유포트,브레짜 분유포트,25년 5월 구매 미사용 브레짜 분유제조기,거래완료,"190,000원",,2025-09-09,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/219154113
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 미개봉 새상품,거래완료,"210,000원",,2025-09-08,0,0,0,36.5℃,중고나라판매자,유아동,,[출처] 중고나라 | [분석모델] FORMULA_PRO | [모델근거] text_variant | [원문링크] https://web.joongna.com/product/219068689
