카테고리,검색어,제목,상태,가격,지역,등록시각,채팅수,관심수,조회수,매너온도,판매자닉네임,상세카테고리,거래희망장소,상세설명
분유포트,브레짜 분유포트,"베이비브레짜 분유포트 (깔대기 두개, 재당근 아님) 양천",거래완료,"80,000원",양평제1동,2025-08-30,2,2,215,73℃,hemo,유아동,부피가 작아서 문고리 가능합니다!,"새 제품입니다.
사용하기 위해 세척 1번 했었는데
사용하지 않게 되서 판매합니다 ㅜㅜ
세척만 한 상태라 상태 최상입니다.
박스 및 설명서 다 있습니다."
분유포트,브레짜 분유포트,베이비브레짜 (상태최상) 양천,거래완료,"150,000원",양평제1동,2025-08-30,1,0,113,50℃,초코송이,유아동,교환/환불은 어렵고 문고리 거래 희망합니다.,"📩자세히 기재하고 사진도 첨부하였으니 보시고 궁금하신점은 문의주세요~

* 베이비브레짜
* 구매시기 : 새상품 구매 24.06 
* 베이비부스트 분유포트를 사용했는데 분유포트로도 충분해서 브레짜는 2번정도 밖에 사용 못했어요 ㅠㅠ 
* 깔대기 1개 더 있습니다
* 세척해 두어서 깨끗합니다!
* 상태 최상입니다!"
분유포트,브레짜 분유포트,릴리브 분유포트 3세대 경북 영천시,거래중,"20,000원",도림동,2026-08-26,0,0,10,40.5℃,감성적인농부,유아동,문고리거래가능,"브레짜와 같이 잘 사용했어요

둘째아이까지 잘 쓰고 팔아요

생활기스 있고요~ 작동에는 문제없습니다

마지막에 세척하고 보관했지만 처음 사용전에 다시 세척하시고 릴리브분유포트 세척 방법 유튜브로 찾아보시고 올바른 세척 후 사용권장 드립니다~"
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 출수형 화이트,거래중,"138,000원",영등포동,2026-01-02,1,0,73,77.3℃,빨강머리앤,유아동,육아중이라 문고리 거래만 가능합니다.,"베이비 브레짜 분유 제조기 & 쿠첸 UV 젖병 소독기

+ 깔데기 여분 1개 추가

베이비 브레짜 23년 11월에 세척 및 유로 교체 서비스 받았어요. 그리고는 쭉 사용하고 있어서 보관한 기간은 없어요.

정품 등록 되어 있는 상태이나, 보증서랑 박스 모두 보관하고 있어요.

쿠첸 젖병 살균기는 고온으로 말리고 UV까지 조사해 주는 제품인데 최근에 UV 전등 모두 교체했어요~

윗부분에 남은 시간 나오는 LED가 부분 나가서 안보이는데 사용하는데 문제는 전혀 없어요~

분유포트는 온도 맞춤 기능 있는 거예요~
한번에 다 같이 드릴게요~"
분유포트,브레짜 분유포트,릴리브 분유포트,거래완료,"50,000원",대림동,2026-02-01,1,1,117,46.5℃,제니니,생활가전,육아중으로 문고리거래만 가능합니다,"릴리브 분유포트 판매합니다
사진에서 보시는 것처럼 전체적으로 깨끗하게 관리했습니다
브레짜랑 같이 구비했는데 브레짜를 주로 사용해서
신생아때 한달정도 사용했어요

포장박스까지 풀박스입니다.
https://m.brand.naver.com/relievlab/products/5592484047

중고인점 감안하여 예민맘은 피해주세요(환불X)
육아중으로 문고리거래만 가능합니다"
분유포트,브레짜 분유포트,베이비 브레짜 분유포트 + 깔데기 여분 3개 + 분유통 여분 1개 문래동5가,거래완료,"25,000원",문래동,2026-02-01,1,1,52,62.3℃,추천합니다,유아동,선유도역 인근 양평한신아파트에서 *문고리 거래*합니다.,"베이비 브레짜 분유포트입니다
2021년 12월에 제조날짜 확인해주세요
새상품 당근해서 깨끗이 싹 닦아놓고 정작 사용은 안했네요
분유통 여분 1개(총2개), 깔때기 여분 3개 (총4개) 입니다
사용감은 있지만 깨끗하게 관리해놨어요~"
분유포트,브레짜 분유포트,라비킷 4세대 분유포트,거래완료,"75,000원",도림동,2026-02-01,5,4,470,46.1℃,두두둥장,유아동,문래동6가 문고리거래 희망합니다.,"분유제조기를 선물 받아서 판매하게 되었어요.

화이트는 2024년 최신모델이구요.

교환 및 환불 불가 입니다.

상품명 : 베이비브레짜 분유제조기 분유포트 화이트"
분유포트,브레짜 분유포트,릴리브 분유포트,거래완료,"10,000원",양평제1동,2026-01-02,3,2,139,50℃,lawpeis,유아동,문고리 거래만 가능합니다.,"26년 4월에 선물받았습니다.
같은걸 두개받아서 한개는 판매합니다.
택배박스도 안뜯은 새제품입니다."
분유포트,브레짜 분유포트,베이비브레짜 자동 분유제조기,거래완료,"67,000원",도림동,2026-01-02,1,2,113,41.1℃,스윗피,유아동,문고리거래가능,"베이비브레짜 자동 분유제조기입니다

- 당근으로 구매후 베이비브레짜 공식 세척 서비스 맡기고 한번도 사용하지 않음 (세척 서비스 수령후 말리기 위해서 열어 두었음) 

(저희 아가 분유는 잘 녹아서 걍 출수형 포트기 썼음)


- 깔때기 총 3set 있어요

(박스 있음)"
분유포트,브레짜 분유포트,릴리브 분유포트 2세대 상태굿,거래완료,"30,000원",당산제2동,2026-01-02,1,0,34,56.1℃,ryussang,유아동,고척아이파크MD,"❤️베이비브레짜 분유제조기 2022년도에 구매해서 2024년도에 세척서비스 맡겼습니다. (마지막 사진참고)
본체에 물이 고여있는게 싫어서 매일 밤마다 본체에 남아있는 물 다 빼서 건조 시켰습니다.(물방울무늬 3초간 꾹 누르면 본체에 있는 물 다 나와요)
한달에 한번 전체적 세척 했습니다. 깨끗하다고 자부합니다! 
다만 물받침대 뒷면에 붉은색 물떼가 있습니다.
깔데기 여분 1개 더 있습니다.

🩷 베이비브레짜 스팀소독기 2024년도에 구매해서 잘 사용했습니다. 일주일에 한번씩 식초로 소독하고, 본체는 세재로 닦아 건조 시켰습니다. 실사용감 붉은 물떼가 살짝 보이긴 하지만 깨끗하게 관리하여 사용했습니다.

💛같이 사용한  분유포트도 드립니다~
신생아때는 100도까지 끓이고 브레짜에 넣어야 해서 잘 사용했습니다.
(100도, 45도 분유물, 85도 차 모드가 있습니다. 온도 유지기능도 가능합니다. 100도까지 끓인 다음 45도 눌러주면 온도가 45도에서 더이상 내려가지 않습니다.)

- 원하시면 분유제조기 박스도 같이 드립니다

아이가 있어 제가 사는 곳까지 와주세요."
분유포트,브레짜 분유포트,UPANG 유팡 젖병소독기 . babybrezza 브레짜 분유포트 세트 영등포 양평동5가,거래완료,"100,000원",문래동,2025-08-30,1,2,106,51.1℃,유후,유아동,부피가 작아서 문고리 가능합니다!,"유팡이랑 브레짜 둘 다 21년 12월에 구매해서
사용했어요. 유팡은 정말 깨끗해요 기스하나 없습니다! 안쪽도 깨끗합니다! 정말 젖병만 넣어두는 용도로 짧게 사용했어요.

브레짜는 첫째 12개월 사용하고 둘째 12개월 사용했네요! 그래도 정말 상태 좋아요! 지금도 소모품은 싹 소독해두어서 사진에 함께 못찍었네요! 깔대기 2개입니다!

2가지 일괄가격입니다! "
분유포트,브레짜 분유포트,베이비브레짜 분유포트 상태 최상,거래완료,"50,000원",양평제1동,2025-08-30,1,1,174,51.6℃,당근좋아하는미피,유아동,"부피/무게가 있는 전자제품이라 목1동 파라곤, 행복한 백화점, 현대백화점 직거래나 비대면 문꼬리 거래 원합니다. ^^","상태 최상인 상태로 풀박스 제품 당근 받았는데 저역시 완모로 사용 안하게 되어 다시 내놓게 되었습니다. 

생후 50일 안된 아기로 조리원에서 온지 한달 겨우 되었고 하루 1~2회 정도 보충 때 사용하다 이제 완모하게 되었습니다.
실 사용 횟수가 거의 없었지만 아기가 쓰는 물건인 만큼 깨끗하게 관리하고 세척, 소독, 위생 심혈을 기울였습니다! 

깔때기 하나 더 새거 사서 2개 입니다. 
포장 박스는 부피 많이 차지해서 버렸습니다.

부피/무게가 있는 전자제품이라 목1동 파라곤, 행복한 백화점, 현대백화점 직거래나 비대면 문꼬리 거래 원합니다. ^^"
분유포트,브레짜 분유포트,쿠첸 분유포트 나눔,나눔완료,무료나눔,도림동,2025-08-30,2,2,153,49.5℃,우르콩,유아동,직거래는 고척아이파크몰 앞에서 가능합니다,"베이비브레짜 분유포트(23년제조)
작동 잘되며 상태 좋습니다.
분유통2개, 깔대기2개 포함입니다.
분유통과 깔대기는 추가구입하였습니다
분유통 세척시 2개로 번갈아가면서 사용하면 편리합니다

문고리거래 원합니다
거래후 교환 및 환불 불가합니다."
분유포트,브레짜 분유포트,브레짜 분유제조기,거래완료,"10,000원",양평제1동,2025-08-30,5,5,209,43.2℃,찌니,유아동,문고리거래 희망합니다.,"안녕하세요,

브레짜 분유제조기 판매합니다.

선물받아 10번 정도 사용했고,

타 분유포트를 또 선물받아서 사용합니다.

구성은 본체, 깔대기 2개입니다.

매뉴얼 맞게 사용하였고,

일반 세제가 아닌 마더케이 유아용 세제로 매일 세척하여 사용하였습니다.

문고리거래 희망합니다.

감사합니다."
분유포트,브레짜 분유포트,보아르 전기포트(휴대용 분유포트),거래완료,"10,000원",신길제1동,2026-07-31,1,1,45,94℃,빼꼼미,생활가전,관악푸르지오 문고리거래 원합니다.,"보아르 접이식 휴대용 전기포트 
모델명/품번 : VO-KI014

구성품으로 파우치가 함께 있어 휴대성👍
아이들 분유시절 
유리포트나 브레짜 들고갈 수는 없고,
여행다닐때 정말 유용하게 사용했습니다!

내부 물자국이 조금 있지만 사용감 크지않고 깨끗한 편입니다.
스테인레스 SUS304 버전입니다.

관악푸르지오 문고리거래 원합니다.
GS25 반값택배 가능(택배비별도)"
분유포트,브레짜 분유포트,베이비 브레짜 분유 제조기,거래완료,"35,000원",신길제5동,2026-03-03,2,1,127,44.3℃,101,유아동,"문고리 거래 가능, 직거래 원하시면 남편 퇴근 후 19:30 이후부터 가능하시며 주말도 가능하세요! 반품은 어려우세요🥹","신형 베이비브레짜 분유제조기입니다.
아이가 25.5월 말생이라 25년 5월에 신형으로 구입했고 세척이 너무.. 번거로워서 4개월 사용 후 바로 분유포트로 갈아탔어요🥹

사용하는 동안에는 잘 썼지만 저랑은 안맞더라구요. 구성은 박스부터 본체, 사용설명서, 깔대기 1개 추가이며 거의 새제품이라고 보시면 돼요.

문고리 거래 가능, 직거래 원하시면 남편 퇴근 후 19:30 이후부터 가능하시며 주말도 가능하세요! 반품은 어려우세요🥹"
분유포트,브레짜 분유포트,브라비 스마트 분유포트 1200ml,거래완료,"25,000원",신길제1동,2025-11-03,1,0,74,81.9℃,애열,유아동,직거래는 고척아이파크몰 앞에서 가능합니다,"23.8월 제조 / 24.1월 구매 브레짜 입니다
재당근 아니구요 
깔때기 3개 있고 그중 1개는 미개봉 새상품입니다
정품등록카드 있어서 직접 등록하시고 안심세척 서비스 받으실 수 있습니다
전용박스는 버려서 없습니다"
분유포트,브레짜 분유포트,베이비 브레짜 분유제조기 나눔,나눔완료,무료나눔,신길제5동,2025-10-04,3,2,122,55.9℃,냥냥이,유아동,영등포로12길8 신동아아파트,"베이비 브레짜 분유제조기에요
깔때기 2개 드리구요! 깔때기만 겁나 비싸게 팔더라구요..ㅋㅋ
정품카드, 박스 다 있어요!
깨끗하게 썼답니다.
21년 10월 제조 상품이네요
100일까지만 쓰다가 그 이후로는 분유포트로 갈아탔어요

나눔해요

신길센트럴자이아파투"
분유포트,브레짜 분유포트,웜리 베이비브레짜 스팀소독기 전용가방,거래중,"20,000원",대림제3동,2025-08-30,0,0,67,53.5℃,나겸,유아동,직거래 우선입니다.,"웜리 베이비브레짜 스팀소독기 전용가방

웜리 전용가방은 2023년 겨울인가 이듬해 봄에 첫 런칭되었을때 새상품 구매했어요.

전용가방은 스팀소독기 크기에 딱 맞아서
장거리 이동때 두번 정도 이용했는데 있고 없고 차이가 커요.

스팀소독기 안에 여분 젖병 넣고 가방에 수납하면 진짜 편하더라고요. 스팀소독기 안 가져갈땐 분유포트 넣어서 쓰기도 유용해요.

있으면 유용한 꿀템!

중고상품으로 사용감 있고
반품과 교환 어려우며 예민하신 분 사절해요.

박스구하면 택배도 가능할 것 같은데
부피때문에 반값 어렵고 택비 부담하셔서
일반택배로 진행할 수 있을 것 같고요,

직거래 우선입니다.
가산도서관 인근이에요."
분유포트,브레짜 분유포트,에어맘 출수형 분유포트,거래완료,"30,000원",신길제5동,2025-08-30,1,0,18,79.3℃,피카츄백만볼트,유아동,"직거래, 문고리 가능해요.","에어맘 출수형 분유포트 판매합니다⭐️

- 모델명: AIM-BP01
- 정수 기능 있어요
- 분유 온도 맞춤 기능
- 자동 냉각/보온 기능
- 터치스크린 방식
- 40ml씩 정량 출수 등 설정 가능
- 용량은 1.7L 입니다
- 스테인리스 스틸 재질
  (내부가 스테인리스 316 재질인데, 
   병원에서 쓰는 304보다 더 높다고 합니다)

둘째 아이 태어날 때인 ‘24.11월에 새제품 구매해서 15일에 한번씩 구연산으로 세척하면서 잘 사용했어요. 저는 첫째 때 사용했던 브레짜이모보다 훨씬 좋았어요. 

이제 애들 다 커서 굳이 끓여서 주지 않아도 될 것 같아 당근합니다.

직거래, 문고리 가능해요."
분유포트,브레짜 분유포트,베이비 브레짜 분유포트 판매합니다 금천,거래완료,"15,000원",대림제3동,2025-08-30,5,4,304,47.1℃,미궁금,유아동,문래동6가 문고리거래 희망합니다.,"**최종 가격인하했습니다 15,000원 
20년 7월 제조이나 최근 사용에 전혀 문제 없고
세척 서비스 받은 제품입니다
안팔리면 지인 나눔 예정입니다


베이비 브레짜 분유포트 판매합니다

깔대기 2개 있고 받침대도 있는 구성입니다
재당근이지만 공식 홈페이지에서 정식 세척서비스 받아서 사용했습니다
작동 잘되고 이상있는 부분 없고요
필요하신 분 저렴하게 가져가시면 좋을 것 같습니다"
분유포트,브레짜 분유포트,베이비브레짜 분유포트,거래완료,"35,000원",신길제1동,2025-08-30,0,1,144,46.6℃,니모,유아동,문고리 거래 합니다.,"잘 사용한 브레짜 판매합니다.
분유통 1개, 추출구 2개 있어요.


* 교환, 환불 안됩니다.
* 문고리 거래 합니다. 
* 육아로 인해 답장 느릴 수 있습니다👶
* 중고 제품으로 예민맘은 양해 부탁드립니다.
* 찔러보기 마시고 매너있는 챗 부탁드립니다."
분유포트,브레짜 분유포트,베이비브레짜 분유포트 (깔때기 2개 포함),거래완료,"30,000원",영등포동,2025-08-30,1,1,61,51.2℃,상도로동,유아동,문고리 거래 선호합니다.,"완분아기라 브레짜 잘 사용했습니다.

깔대기는 세척 계속 해줘야해서 하나 더 사서 두 개로 사용했더니 더 편했습니다.

이제 이유식으로 넘어가서 당근합니다.

주기적으로 세척해서 사용감은 있지만 깨끗합니다. 

문고리 거래 선호합니다."
분유포트,브레짜 분유포트,릴리브 분유포트 3세대 판매합니다. 금천,거래완료,"50,000원",대림제3동,2025-08-30,1,1,90,40.3℃,괴목,유아동,여의도 삼부아파트 직거래 선호합니다.,"**최종 가격인하했습니다 15,000원 
20년 7월 제조이나 최근 사용에 전혀 문제 없고
세척 서비스 받은 제품입니다
안팔리면 지인 나눔 예정입니다


베이비 브레짜 분유포트 판매합니다

깔대기 2개 있고 받침대도 있는 구성입니다
재당근이지만 공식 홈페이지에서 정식 세척서비스 받아서 사용했습니다
작동 잘되고 이상있는 부분 없고요
필요하신 분 저렴하게 가져가시면 좋을 것 같습니다"
분유포트,브레짜 분유포트,베이비브레짜 분유포트 판매합니다.,거래완료,"10,000원",신길제1동,2025-08-30,1,1,318,42.2℃,산곰잉,유아동,직거래위치 참고부탁드립니다.,"베이비 브레짜 판매합니다. 

21년도 첫째때 구매해서 사용하고 둘째까지 너무 잘사용하고 깨끗이 식초세척하고 내부 물 전부 제거하고 잘 보관해두었습니다.

신생아때 8번 6번 수유할때 진짜 너무 유용하게 잘썼습니다.

사용하면서 2주마다 식초세척과 분유통 세척하면서 깨끗하게 썼습니다.

깔대기는 2개 있습니다. 번갈아가면서 교체해서 쓰시면됩니다.

네고 찔러보기 자제 부탁드리고, 아기가 있어서 집으로 와주셔야 합니다.

직거래위치 참고부탁드립니다.

구매원하시면 연락부탁드립니다~!"
분유포트,브레짜 분유포트,에르제 분유포트,거래완료,"8,000원",신길제5동,2025-08-30,1,0,62,48.7℃,베리맘,유아동,직거래는 상도 더샵입니다.,"간편한 에르제 분유포트예요.

깨끗한 편이나 사용감은 있어요
상품이 깨지거나 오염된 부분은 없구요
기본적으로 분유포트가 가지고 있는 기능 작동 다 됩니다

내부는 스테인리스 소재
24시간 보온 기능
물 식힘도 팬있음
40ml 자동 출수가능

저는 친정갈때나 캠핑갈때 휴대도 편해서 잘 들고 다녔어요~
집에는 브레짜가 있어 브레짜에 담을 물로 대부분 물끓여 온도맞추는 작동으로만 많이 사용했어요

필요하신분 가져가세요~
반값택배는 cu만가능해요.
직거래는 상도 더샵입니다."
분유포트,브레짜 분유포트,오늘까지만 7만원하고 글 내려요 (새상품)폴레드 픽셀팟 분유포트,거래완료,"70,000원",신길제5동,2025-08-30,1,0,149,50.5℃,백구름,유아동,문고리희망합니다,"하루만 7만원 판매하고 글 내립니다~

폴레드 핏셀팟 분유포트 새상품 판매합니다.

제거 11/2일에 조리원에서 돌아오기
전날  구연산으로 소독만 해뒀고 미사용 상태입니다.

 지인이 브레짜 선물해줘서  저흰 브레짜만 사용할 예정이라 픽셀팟은 당근 내놓습니다!

박스는 신랑이 버려서 없고 분유포트와 설명서만 있습니다.

집에 신생아가 있어서 집으로 와주셔야 합니다!

정말 구매히실 분만 연락주세요~
(찔러보기 답뱐 안합니다)"
분유포트,브레짜 분유포트,베이비브레짜 분유포트 팔아요 금천,거래중,"65,000원",대림제3동,2025-08-30,1,1,503,45.8℃,띠로리라니,유아동,직거래는 고척아이파크몰 앞에서 가능합니다,"제조 : 23.6

23년 8월에 직접 구매해서 1년 사용했어요
둘째 생각해서 뒀는데 , 판매하는걸로 결정 !!
소독잘하며 사용했고 , 깔때기 2개있어요

풀박스 있고 원하시면 같이드릴게요

중고제품이니만큼 사용하며 생긴 잔기스있는점
참고부탁드려요

아기 수유할때 , 새벽이고 낮이고
버튼하나 누르면 해결가능해서 너무 좋았어요
편하게 육하하려면 필수템인거 같아요

독산3동 주민센터 근처에서 원해요
중고제품이기에 환불x"
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 새상품 미개봉,거래완료,"180,000원",신길제1동,2025-08-30,4,2,247,46.5℃,도스담스,유아동,육아중으로 문고리거래만 가능합니다,"정품구매후 인증하고 사용했어요
재당근 아닙니당

깔대기1개
상태좋아요

문고리거래가능"
분유포트,브레짜 분유포트,베이베이비브레짜 포뮬라 프로 어드벤스드 분유포트신형 미개봉,거래완료,"200,000원",신길제5동,2026-02-01,1,4,63,46.7℃,에헤헿,유아동,1층,"베이비브레짜 포뮬라 프로 어드벤스드 분유포트신형 미개봉입니다.
연락주세요!"
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 판매합니다.,거래완료,"63,000원",신길제1동,2025-12-03,4,4,116,41℃,알콩,디지털기기,부피가 작아서 문고리 가능합니다!,"베이비브레짜 Formula Pro Advanced 분유제조기 화이트 색상입니다
- 풀 구성으로 깔때기 등 모든 부품이 포함되어 있습니다
- 자동으로 분유를 제조해줘서 편리합니다
- 위생적인 관리가 가능합니다
- 깨끗하게 사용해서 상태 좋습니다

선물받아서 2주 사용했습니다
저희는 분유포트로 양 조절해서 타서 먹이고 부모님은 부유타기 어려워 하실까봐 이제품 사용하시라고 뒀는데 부모님들도 그냥 분유포트 사용해도 된다고 하셔서 공간차지해서 판매합니다 
사용기간은 얼마 안됐지만 정말 편하긴 합니다."
분유포트,브레짜 분유포트,베이비브레짜(블랙) 완전 새제품,거래완료,"230,000원",신길제1동,2026-01-02,1,0,83,45.2℃,땅근,유아동,"직거래, 문고리 가능해요.","베이비브레짜 출수형 분유포트 완전 새제품입니다. 깔떼기까지 미개봉으로 함께 드립니다.

와이프가 직수 도전하고 있어 구매 하고 전혀 쓰지 않았네요.

새 제품 인터넷으로 사느니  깔떼기까지 더 저가에 당근해가세요~ 

가격 네고 불가/ 직접 수령"
분유포트,브레짜 분유포트,베이비브레짜 분유포트(새상품),거래완료,"100,000원",신길제5동,2025-08-30,4,3,137,40.9℃,spring,유아동,문고리 거래 합니다.,"새 제품입니다.
사용하기 위해 세척 1번 했었는데
사용하지 않게 되서 판매합니다 ㅜㅜ
세척만 한 상태라 상태 최상입니다.
박스 및 설명서 다 있습니다."
분유포트,브레짜 분유포트,베이비브레짜 분유포트 부품용 나눔 서울,나눔완료,무료나눔,영등포구,2025-08-30,3,2,124,49.1℃,평범한필군,유아동,고척아이파크 문고리거래가능합니다,"단백질 파우더를 먹으려고 사서 세척위해서 식기세척기를 돌렸는데 분유통이 열에 찌그러졌습니다.
이상태로는 사용이 불가하여
혹시나 부품용 필요하신분 무료 나눔합니다
가져가시는 분없으면 폐기하겠습니다.

그 외에는 사진과 같으며 분유통 외 정상입니다.
찌그러진 분유통 사용불가 이상태로 쓰시려면 분유통 따로 사셔야 합니다."
분유포트,브레짜 분유포트,베이비브레짜 분유포트 분유제조기,거래완료,"35,000원",도림동,2025-08-30,3,2,88,40.3℃,호랑이기운,유아동,염창역 직거래합니다.,"아기 분유제조기 브레짜입니다~~!!
(baby brezza formula pro advanced)

선물받아서 조심히 쓰고 내놓습니다~
상태 상급이고, 박스에 담아서 드립니다!

정품 깔대기 2개 포함 가격입니다. 

육아용품이다보니 환불 어려우니 참고 부탁드려요~~"
분유포트,브레짜 분유포트,베이비브레짜 분유포트,거래완료,"40,000원",신길제5동,2025-08-30,1,1,61,47.3℃,행복맘,유아동,문고리 거래 선호합니다.,"23년구매해서 9월~ 24년9월 까지 사용 했습니다
꼭 필요한 아이템이라 생각되요
깨끗하게 사용했구요 재당근 아닙니다
필요하신분~  연락주세요"
분유포트,브레짜 분유포트,라쿠진 분유포트 서울,거래완료,"10,000원",영등포구,2025-08-30,1,1,46,55.6℃,jbsh,유아동,육아중이라 문고리 거래 할게요,"지인에게 물려받아 1년 잘 쓰고 내놓아요
작동 다 잘 되고 깨끗해요~~^^

브레짜 분유제조기도 써봤지만
손분유가 제일 정확하고 좋아서 저는 분유포트 정말 잘 썼어요~

편하게 쓰실 분 가져가심 좋겠네요

이삿짐 정리중이라 빠르게 가져가실 분과 거래할게요

중고상품이고, 예민하신분은 피해주세요.
교환, 환불 안됩니다🙂

육아중이라 문고리 거래 할게요"
분유포트,브레짜 분유포트,베이비브레짜 분유제조기 화이트,거래완료,"100,000원",양평제1동,2026-06-02,3,0,60,44.9℃,muse,유아동,문고리 부탁드려요,"베이비브레짜 분유제조기 출수형 분유포트 화이트 색상이에요
사진에 보이는 구성품 그대로 드려요

작년 2월부터 올해 3월정도까지 썼어요 
저는 구성품 다 두개씩 사서 사용했어요 
세척자주하고 깨끗하게 사용했습니다 ~ 

문고리 부탁드려요"
분유포트,브레짜 분유포트,보르르 분유포트 상태 최상 (25.7제조) 양평동5가,거래완료,"30,000원",양평제1동,2026-06-02,4,3,57,57.4℃,미니먼,유아동,선유도역 인근 양평한신아파트에서 *문고리 거래*합니다.,"보르르 분유포트
2025년 7월 제조, 8월 공홈에서 9.5만원에 직접 구매한 상품입니다 (스샷 참조)
브레짜도 써봤는데 위생적으로는 이런 단순한 분유포트가 최고더라구요.

열심히 세척하고 구연산 소독까지 해두었습니다.
친정에 두고 낮에만 한두번 써서 정말 깨끗해요.
가열판, 포트 내부 미네랄 물때 하나도 없습니다.

박스랑 차거름망은 없습니다.

선유도역 인근 양평한신아파트에서 *문고리 거래*합니다.
에누리, 환불, 택배 문의 X"
분유포트,브레짜 분유포트,릴리브분유포트3세대+베이비브레짜,거래완료,"90,000원",양평제2동,2025-08-31,1,0,108,48.9℃,피스타치오23,유아동,문고리희망합니다,"아기돌까지 잘쓰고 판매합니다
릴리브분유포트는 석회자국?없이 세척해서 사용햇구 브레짜도 잘쓰고 여분깔때기 추가로 사용했습니다 
두개는 육아필수템인거같아요 
출산후 1년정도는잘쓰고 돌전후 쓸일이크게없어 저렴히 가져가세요~ 
문고리희망합니다 
두개다판매하면 무게감이있어 혹시나
자차가없으시거나 거리가있으시면 채팅주세요 직접배송 가능합니다 
무리한네고는사절합니다"
분유포트,브레짜 분유포트,베이비브레짜 강서,거래중,"45,000원",양평제2동,2024-08-31,1,0,659,45.8℃,솨니,유아동,염창역 직거래합니다.,"22년에 구매한 해외판 베이비 브레짜입니다.
개봉은 23년 9월에 했고 분유포트를 사용하게 되어 일주일정도만 사용했습니다. 
식초로 내부 세척해두어 매우 깨끗합니다.
해외제품이라 변압기도 함께 드리며 박스도 있습니다.

염창역 직거래합니다."
분유포트,브레짜 분유포트,베이비브레짜+필립스 보틀워머+릴리브 분유포트,거래완료,"30,000원",양평제1동,2025-08-31,2,1,99,64.4℃,쎄쎄포도,유아동,직거래 쉬즈베이글 염창점 또는 문고리거래 가능해요,"*베이비브레짜
23년 당근 구매 / 6개월 사용

*아벤트 보틀워머 / 6개월 사용 
23년 당근 구매

*릴리브분유포트 3세대
23년 네이버페이 구매 / 6개월 사용

아기 6개월 부터 돌까지 사용했고
모두 정상 작동하고 세가지 합산 가격이예요
직거래 쉬즈베이글 염창점 또는 문고리거래 가능해요
필요하신분 챗 주세요!"
분유포트,브레짜 분유포트,릴리브 분유포트 강서,거래완료,"55,000원",양평제2동,2025-08-31,2,2,69,46.1℃,벨라,유아동,교환/환불은 어렵고 문고리 거래 희망합니다.,"릴리브 분유포트 판매해요

25년 2월 출산인데
24.10월에 미리 구매해놓고
열심히 소독해놓고 아기 태어나서 두세번쓰고 
브레짜 사용하는바람에 보관만 했습니다

이번에 정수기까지 설치해서 더욱 사용하지않을꺼같아서 내놓습니다

새상품처럼 깨끗합니다 반값에 가져가세요~
릴리브 에코백에 넣어드릴께요"
분유포트,브레짜 분유포트,"브레짜 분유제조기 분유포트 (재당근X) 깔대기 2개, 분유통 2개 영등포",거래완료,"45,000원",도림동,2025-08-31,1,2,73,50.7℃,형사마,유아동,직거래는 고척아이파크몰 앞에서 가능합니다,"브레짜 분유제조기 팝니다.
24년에 새제품 출산 선물 받아서 
24. 3.25.생 아기 조리원 나와서 4월 중순부터 약 한 달 사용했습니다. 
새상품 컨디션 입니다.
세척 가이드에 따라 주기적으로 청소했고 풀박스에 보증카드도 있습니다.
깔때기도  3개입니다.
아기가 많이 게워서 AR분유를 혼합해서 먹이느라 분유포트를 사용했습니다.

당근에 나온 매물 중 최상 컨디션 자신하고 조만간 이사 예정이라 저렴히 핀매합니다."
분유포트,브레짜 분유포트,베이비브레짜 분유포트 문래동6가,나눔완료,무료나눔,양평제1동,2025-08-31,1,0,284,56.5℃,데이지,유아동,문래동6가 문고리거래 희망합니다.,"베이비브레짜 분유포트 (깔때기 2개)

21년 4월에 새상품 구매하여 
한 아이 키우는 동안 사용 후 보관하고 있다가 내놓습니다.

깨끗하게 사용했으나 사용감 있는 점 감안해주세요.

* 문래동6가 문고리거래 희망합니다."
분유포트,브레짜 분유포트,깨끗이 사용한 베이비브레짜 분유포트 + 깔때기 여분,거래완료,"70,000원",여의도동,2025-08-31,1,0,27,49.9℃,megan,유아동,여의도 삼부아파트 직거래 선호합니다.,"2023년생 아기 돌때까지 야무지게 쓰고 팝니다.
세척 깨끗하게 해두었고 바로 쓰시면 됩니다.
여의도 삼부아파트 직거래 선호합니다."
분유포트,브레짜 분유포트,베이비 브레짜 (24년 3월구매),거래완료,"70,000원",양평제1동,2025-08-31,2,4,69,47.5℃,JE,유아동,문고리거래 할게요 😉,"24년 3월에 구매한 베이비브레짜 분유제조기 입니다. 
상자는 없고 본품+추가 깔때기 1개+설명서 

주로 꿈비 분유포트와 쉐이커로 사용해서 실사용은  10회도 되지 않습니다.
부품 세척, 내부 물기제거까지 완료 하여 보관중입니다."
